movie_id,title,original_language,release_date,popularity,vote_average,vote_count,budget,revenue,runtime,status,adult,belongs_to_collection,genres,production_countries,production_companies_n,spoken_languages_n,tagline_len,overview_len
1100782,Smile 2,en,2024-10-16,11.5508,6.583,2107,28000000,138128854,127,Released,False,1,"[""Horror"", ""Mystery"", ""Music""]","[""US""]",3,1,31,303
348893,Boyka: Undisputed IV,en,2016-08-01,11.2376,7.174,1442,0,63500000,87,Released,False,1,"[""Action"", ""Drama"", ""Thriller"", ""Crime""]","[""BG"", ""US""]",1,1,14,342
1294203,My Fault: London,en,2025-02-12,11.4962,7.38,548,0,0,119,Released,False,1,"[""Drama"", ""Romance""]","[""ES"", ""GB"", ""US""]",3,1,0,390
653346,Kingdom of the Planet of the Apes,en,2024-05-08,11.4787,7.055,4205,160000000,397378150,145,Released,False,1,"[""Science Fiction"", ""Adventure"", ""Action""]","[""US""]",3,1,26,384
406759,Moonfall,en,2022-02-02,11.4619,6.251,3541,146000000,67319703,131,Released,False,0,"[""Science Fiction"", ""Adventure"", ""Action""]","[""HK"", ""GB"", ""US""]",6,3,45,131
493529,Dungeons & Dragons: Honor Among Thieves,en,2023-03-23,11.4514,7.327,4525,151000000,208200000,134,Released,False,0,"[""Adventure"", ""Fantasy"", ""Comedy""]","[""CA"", ""US""]",2,1,24,173
1439112,Muzzle: City of Wolves,en,2025-11-13,11.4465,6.681,127,0,0,93,Released,False,1,"[""Action"", ""Thriller"", ""Mystery""]","[""US""]",8,2,24,320
102899,Ant-Man,en,2015-07-14,11.4446,7.1,20784,130000000,519311965,117,Released,False,1,"[""Science Fiction"", ""Adventure"", ""Action""]","[""US""]",1,1,28,381
1124566,Sentimental Value,no,2025-08-20,11.4329,7.497,844,7800000,22000000,133,Released,False,0,"[""Drama""]","[""TR"", ""NO"", ""FR"", ""DK"", ""SE"", ""DE"", ""GB""]",16,4,0,289
929590,Civil War,en,2024-04-10,11.3944,6.856,4269,50000000,126542249,109,Released,False,0,"[""War"", ""Action"", ""Drama""]","[""FI"", ""GB"", ""US""]",3,1,25,146
550988,Free Guy,en,2021-08-11,10.66,7.451,9724,110000000,331526598,115,Released,False,0,"[""Comedy"", ""Adventure"", ""Science Fiction""]","[""US""]",5,1,46,260
273477,Scouts Guide to the Zombie Apocalypse,en,2015-10-23,10.9852,6.571,2111,15000000,14900000,93,Released,False,0,"[""Comedy"", ""Horror""]","[""US""]",4,1,24,307
568124,Encanto,en,2021-10-13,11.2596,7.6,10151,150000000,261292688,102,Released,False,1,"[""Animation"", ""Comedy"", ""Family"", ""Fantasy""]","[""US""]",1,2,55,460
640146,Ant-Man and the Wasp: Quantumania,en,2023-02-15,10.3012,6.229,5769,200000000,476071180,125,Released,False,1,"[""Action"", ""Adventure"", ""Science Fiction""]","[""US""]",2,1,39,326
374720,Dunkirk,en,2017-07-19,11.2191,7.5,17488,150000000,549136737,107,Released,False,0,"[""War"", ""Action"", ""Drama""]","[""GB"", ""US""]",3,3,55,246
135397,Jurassic World,en,2015-06-06,10.4222,6.699,21487,150000000,1671537444,124,Released,False,1,"[""Action"", ""Adventure"", ""Science Fiction""]","[""US""]",3,1,17,175
851644,20th Century Girl,ko,2022-10-06,11.1079,8.145,805,119,0,119,Released,False,0,"[""Romance"", ""Drama""]","[""KR""]",2,1,23,153
381284,Hidden Figures,en,2016-12-10,11.2139,8.04,10360,25000000,235957472,127,Released,False,0,"[""Drama"", ""History""]","[""US""]",3,1,57,339
792307,Poor Things,en,2023-12-07,11.1259,7.648,5434,35000000,117607117,141,Released,False,0,"[""Science Fiction"", ""Romance"", ""Comedy""]","[""IE"", ""GB"", ""US""]",6,3,36,245
619979,Deep Water,en,2022-03-17,11.1218,5.821,1620,49000000,0,116,Released,False,0,"[""Drama"", ""Mystery"", ""Thriller""]","[""US""]",4,1,40,144
335988,Transformers: The Last Knight,en,2017-06-16,11.1128,6.0,6663,217000000,605425157,154,Released,False,1,"[""Action"", ""Adventure"", ""Science Fiction""]","[""US""]",5,1,33,308
140300,Kung Fu Panda 3,en,2016-01-23,11.089,6.9,6541,145000000,521170825,95,Released,False,1,"[""Animation"", ""Action"", ""Adventure"", ""Comedy"", ""Family""]","[""CN"", ""US""]",4,1,30,147
624860,The Matrix Resurrections,en,2021-12-16,11.0812,6.333,6415,190000000,156497322,148,Released,False,1,"[""Science Fiction"", ""Action"", ""Adventure""]","[""US""]",3,1,21,110
989662,A Different Man,en,2024-08-24,11.0711,6.9,428,0,1169365,112,Released,False,0,"[""Comedy"", ""Drama"", ""Thriller""]","[""US""]",3,2,0,155
1265063,After the Hunt,en,2025-10-09,11.0661,5.675,476,20000000,9426825,139,Released,False,0,"[""Drama""]","[""US"", ""IT""]",4,2,51,209
1245347,Twinless,en,2025-09-04,11.0537,7.264,123,2000000,1400477,100,Released,False,0,"[""Comedy"", ""Drama""]","[""US""]",3,1,47,185
697843,Extraction 2,en,2023-06-09,9.3556,7.381,2863,65000000,0,122,Released,False,1,"[""Action"", ""Thriller"", ""Crime""]","[""US""]",3,4,34,153
381288,Split,en,2017-01-19,10.2098,7.341,18257,9000000,278454358,117,Released,False,0,"[""Horror"", ""Thriller""]","[""US""]",2,1,71,413
748783,The Garfield Movie,en,2024-04-30,10.9534,6.994,1423,60000000,254907482,101,Released,False,1,"[""Family"", ""Comedy"", ""Adventure"", ""Animation""]","[""HK"", ""GB"", ""US""]",7,1,30,327
845781,Red One,en,2024-10-31,10.5218,6.987,3014,250000000,185700759,124,Released,False,0,"[""Action"", ""Comedy"", ""Fantasy""]","[""US""]",4,1,36,199
384018,Fast & Furious Presents: Hobbs & Shaw,en,2019-07-31,10.9422,6.832,7710,200000000,760098996,137,Released,False,0,"[""Action"", ""Adventure"", ""Comedy""]","[""US""]",3,3,32,282
1267319,Mantis,ko,2025-09-25,10.9383,6.331,160,0,0,113,Released,False,1,"[""Action"", ""Crime"", ""Thriller""]","[""KR""]",1,1,35,147
1242011,Together,en,2025-07-28,10.9253,6.952,1082,17000000,34747399,102,Released,False,0,"[""Horror"", ""Romance""]","[""AU"", ""US""]",6,1,8,325
484641,Anna,en,2019-06-19,10.9242,6.712,2966,34000000,31626978,119,Released,False,0,"[""Action"", ""Adventure"", ""Thriller""]","[""FR"", ""GP"", ""RU"", ""RS"", ""US""]",7,4,32,168
447332,A Quiet Place,en,2018-04-03,10.9186,7.4,15255,17000000,340955294,91,Released,False,1,"[""Horror"", ""Drama"", ""Science Fiction""]","[""US""]",3,1,32,85
1252037,The Tank,de,2025-09-18,9.5126,7.055,408,0,0,117,Released,False,0,"[""War"", ""Action"", ""Drama""]","[""DE""]",1,2,0,405
530915,1917,en,2019-12-25,10.8782,7.987,13456,100000000,446064352,119,Released,False,0,"[""War"", ""History"", ""Drama""]","[""US"", ""GB"", ""ES"", ""IN""]",5,3,18,169
399566,Godzilla vs. Kong,en,2021-03-24,10.873,7.537,10571,200000000,470116094,114,Released,False,1,"[""Action"", ""Science Fiction"", ""Adventure""]","[""US""]",1,1,14,229
281957,The Revenant,en,2015-12-25,10.8706,7.54,19223,135000000,532950503,157,Released,False,0,"[""Western"", ""Drama"", ""Adventure""]","[""CA"", ""HK"", ""TW"", ""US""]",9,2,23,131
324544,In the Lost Lands,en,2025-02-27,8.5908,6.349,788,55000000,4755330,101,Released,False,0,"[""Action"", ""Fantasy"", ""Western""]","[""DE"", ""CH""]",2,3,39,220
615173,The Witch Part 2 - The Other One,ko,2022-06-15,9.8816,7.377,435,0,23068596,137,Released,False,1,"[""Action"", ""Mystery"", ""Thriller"", ""Science Fiction""]","[""KR""]",6,5,28,236
438695,Sing 2,en,2021-12-01,9.3295,7.832,4738,85000000,408402685,110,Released,False,1,"[""Animation"", ""Music"", ""Comedy"", ""Family""]","[""US""]",1,1,32,475
593643,The Menu,en,2022-11-17,10.7431,7.172,6102,35000000,79628200,107,Released,False,0,"[""Comedy"", ""Horror""]","[""US""]",4,2,45,148
978592,Sleeping Dogs,en,2024-03-21,7.3137,7.006,599,0,0,112,Released,False,0,"[""Mystery"", ""Thriller"", ""Crime"", ""Drama""]","[""US"", ""AU""]",8,1,20,432
13494,Red Sonja,en,2025-07-31,10.7241,5.71,221,0,271461,111,Released,False,0,"[""Adventure"", ""Action"", ""Fantasy"", ""Drama""]","[""US"", ""BG""]",4,1,40,125
1029575,The Family Plan,en,2023-12-14,10.7126,7.221,1855,0,0,118,Released,False,1,"[""Action"", ""Comedy"", ""Family""]","[""US""]",2,1,29,240
629542,The Bad Guys,en,2022-03-17,10.6786,7.527,2522,80000000,250162278,100,Released,False,1,"[""Action"", ""Animation"", ""Comedy"", ""Crime"", ""Family""]","[""US""]",1,1,22,185
566525,Shang-Chi and the Legend of the Ten Rings,en,2021-09-01,10.6765,7.494,10306,150000000,432243292,132,Released,False,0,"[""Action"", ""Adventure"", ""Fantasy""]","[""US""]",1,2,30,130
1208348,Rental Family,en,2025-11-20,10.6426,7.737,731,0,26585129,110,Released,False,0,"[""Drama"", ""Comedy""]","[""US""]",2,2,26,300
936108,Smurfs,en,2025-06-30,9.6824,5.814,258,58000000,124157356,89,Released,False,0,"[""Animation"", ""Family"", ""Fantasy""]","[""US"", ""BE""]",7,3,32,253
1050035,Monster,ja,2023-06-02,10.633,7.9,864,0,0,125,Released,False,0,"[""Mystery"", ""Thriller"", ""Drama""]","[""JP""]",5,1,67,147
339403,Baby Driver,en,2017-06-28,10.0702,7.442,16754,34000000,226945087,113,Released,False,0,"[""Action"", ""Crime""]","[""GB"", ""US""]",3,1,33,126
1326106,Kaiju No. 8: Mission Recon,ja,2025-03-28,10.6085,7.944,89,0,0,110,Released,False,0,"[""Animation"", ""Action"", ""Science Fiction""]","[""JP""]",3,1,0,395
870028,The Accountant²,en,2025-04-23,10.5579,7.064,1712,80000000,103223366,133,Released,False,1,"[""Mystery"", ""Crime"", ""Thriller""]","[""US""]",4,3,20,369
404368,Ralph Breaks the Internet,en,2018-11-20,10.5513,7.159,8057,175000000,529323962,112,Released,False,1,"[""Animation"", ""Family"", ""Adventure"", ""Science Fiction"", ""Comedy"", ""Action""]","[""US""]",1,1,0,440
241259,Alice Through the Looking Glass,en,2016-05-25,9.8162,6.562,6753,170000000,299457024,113,Released,False,1,"[""Adventure"", ""Family"", ""Fantasy""]","[""GB"", ""US""]",5,1,31,89
512200,Jumanji: The Next Level,en,2019-12-04,10.5355,6.875,9302,125000000,801693929,123,Released,False,1,"[""Adventure"", ""Comedy"", ""Fantasy""]","[""US""]",4,1,34,215
330459,Rogue One: A Star Wars Story,en,2016-12-14,9.2308,7.5,16312,200000000,1056057273,133,Released,False,0,"[""Action"", ""Adventure"", ""Science Fiction""]","[""US""]",1,1,56,121
299054,Expend4bles,en,2023-09-15,10.7781,6.071,1860,100000000,37917985,103,Released,False,1,"[""Action"", ""Adventure"", ""Thriller""]","[""BG"", ""FR"", ""US"", ""GR""]",7,6,30,304
1151031,Bring Her Back,en,2025-05-28,10.4266,7.342,1588,15000000,39410222,104,Released,False,0,"[""Horror""]","[""AU"", ""US""]",5,1,27,150
1325678,Sarah's Oil,en,2025-11-06,10.4195,8.1,64,18000000,11675627,103,Released,False,0,"[""Drama""]","[""US""]",3,1,46,394
262500,Insurgent,en,2015-03-18,10.4183,6.4,10396,110000000,297002527,119,Released,False,1,"[""Action"", ""Science Fiction"", ""Thriller""]","[""US""]",3,1,13,139
370172,No Time to Die,en,2021-09-29,10.0369,7.339,7047,250000000,774153024,163,Released,False,1,"[""Action"", ""Thriller"", ""Adventure""]","[""GB"", ""US""]",2,5,43,354
1064307,Spermageddon,no,2024-12-28,10.4039,6.4,126,3000000,1333332,80,Released,False,0,"[""Animation"", ""Adventure"", ""Fantasy"", ""Comedy""]","[""NO""]",2,2,0,227
725201,The Gray Man,en,2022-07-13,10.4006,6.901,4184,200000000,454023,128,Released,False,0,"[""Action"", ""Thriller""]","[""US""]",2,5,0,151
336843,Maze Runner: The Death Cure,en,2018-01-10,10.3928,7.082,8355,62000000,288418190,143,Released,False,1,"[""Science Fiction"", ""Action"", ""Adventure"", ""Thriller""]","[""US""]",5,1,21,367
1259102,Eternity,en,2025-11-26,10.3793,6.994,612,12000000,32867848,114,Released,False,0,"[""Romance"", ""Comedy"", ""Drama""]","[""US""]",2,1,24,234
1299655,Blue Moon,en,2025-10-17,10.364,6.651,258,0,3479085,100,Released,False,0,"[""Music"", ""History"", ""Drama"", ""Comedy""]","[""IE"", ""US""]",8,3,23,241
447277,The Little Mermaid,en,2023-05-18,10.348,6.275,3286,297000000,569626289,135,Released,False,0,"[""Adventure"", ""Family"", ""Fantasy"", ""Romance""]","[""US""]",3,1,59,415
447404,Pokémon Detective Pikachu,en,2019-05-03,8.6767,6.906,7315,150000000,449762638,105,Released,False,0,"[""Action"", ""Adventure"", ""Fantasy""]","[""JP"", ""US""]",3,1,11,147
639720,IF,en,2024-05-08,10.3319,6.963,1585,110000000,190309707,104,Released,False,0,"[""Comedy"", ""Fantasy"", ""Family""]","[""US""]",3,2,35,155
400535,Sicario: Day of the Soldado,en,2018-06-27,10.3208,6.94,4001,35000000,75836683,122,Released,False,1,"[""Action"", ""Crime"", ""Thriller""]","[""MX"", ""US""]",5,2,52,150
260513,Incredibles 2,en,2018-06-14,10.3102,7.45,13621,200000000,1243225667,118,Released,False,1,"[""Action"", ""Adventure"", ""Animation"", ""Family""]","[""US""]",1,1,29,154
351286,Jurassic World: Fallen Kingdom,en,2018-06-06,10.2896,6.5,12693,170000000,1310469037,129,Released,False,1,"[""Adventure"", ""Science Fiction"", ""Thriller""]","[""US""]",2,2,17,238
756999,The Black Phone,en,2022-06-16,10.2892,7.528,5778,16000000,161441914,103,Released,False,1,"[""Horror"", ""Thriller""]","[""US""]",3,3,24,374
335787,Uncharted,en,2022-02-10,9.082,6.866,6725,120000000,407141258,116,Released,False,1,"[""Action"", ""Adventure""]","[""US""]",4,2,24,227
294254,Maze Runner: The Scorch Trials,en,2015-09-09,9.4907,6.7,10970,61000000,312296056,131,Released,False,1,"[""Science Fiction"", ""Action"", ""Thriller"", ""Adventure""]","[""US""]",4,1,32,375
466420,Killers of the Flower Moon,en,2023-10-18,10.1609,7.398,4078,200000000,158722599,206,Released,False,0,"[""Crime"", ""History"", ""Drama""]","[""US""]",4,3,40,153
273248,The Hateful Eight,en,2015-12-25,9.7675,7.756,15199,44000000,155760117,188,Released,False,0,"[""Drama"", ""Mystery"", ""Western""]","[""US""]",3,2,48,105
1422096,Good Boy,en,2025-10-01,10.203,6.7,583,70000,8844724,73,Released,False,0,"[""Horror""]","[""US""]",1,1,20,228
568160,Weathering with You,ja,2019-07-19,10.1702,7.98,2606,11100000,192729404,112,Released,False,0,"[""Animation"", ""Drama"", ""Fantasy"", ""Romance""]","[""JP""]",7,1,64,548
292431,Love,fr,2015-07-15,10.7928,6.447,2648,3000000,249083,134,Released,False,0,"[""Drama"", ""Romance""]","[""BE"", ""FR"", ""BR""]",5,1,0,246
282035,The Mummy,en,2017-06-06,10.1558,5.517,7604,125000000,409231607,110,Released,False,0,"[""Fantasy"", ""Thriller"", ""Action"", ""Adventure"", ""Horror""]","[""US""]",4,2,44,256
1611398,Un hombre por semana,es,2026-01-08,8.5677,7.396,53,0,0,97,Released,False,0,"[""Comedy"", ""Romance"", ""Drama""]","[""MX""]",2,1,0,163
423204,Angel Has Fallen,en,2019-08-21,8.6457,6.596,3850,40000000,146661977,122,Released,False,1,"[""Action"", ""Thriller""]","[""US""]",4,1,21,224
398818,Call Me by Your Name,en,2017-10-01,10.118,8.1,12700,3500000,43143046,132,Released,False,0,"[""Romance"", ""Drama""]","[""BR"", ""FR"", ""IT"", ""US""]",6,3,29,271
1491902,Bang,th,2025-07-11,10.1038,6.6,75,0,0,88,Released,False,0,"[""Action"", ""Thriller""]","[""TH""]",2,2,28,172
976893,Perfect Days,ja,2023-11-10,10.0753,7.791,1874,14000000,24094016,124,Released,False,0,"[""Drama""]","[""DE"", ""JP""]",2,2,59,246
453405,Gemini Man,en,2019-10-02,10.0707,6.265,5425,140000000,173469516,117,Released,False,0,"[""Science Fiction"", ""Action"", ""Adventure"", ""Thriller"", ""Drama""]","[""US"", ""CN""]",5,1,32,354
968051,The Nun II,en,2023-09-06,10.0663,6.645,2442,38500000,269670590,110,Released,False,1,"[""Horror""]","[""US""]",3,5,18,143
976912,Graphic Desires,en,2023-08-31,10.5791,6.9,50,0,0,90,Released,False,0,"[""Thriller"", ""Crime""]","[""GB""]",4,1,45,138
1328803,Prisoner of War,en,2025-09-19,10.0636,7.087,173,2000000,94700000,113,Released,False,0,"[""Action"", ""War"", ""Thriller"", ""History""]","[""PH"", ""US""]",4,7,17,282
1429520,Sidelined 2: Intercepted,en,2025-11-27,10.0423,6.994,79,0,0,100,Released,False,1,"[""Romance"", ""Comedy""]","[""US"", ""CA""]",4,1,41,377
524434,Eternals,en,2021-11-03,10.0419,6.773,9073,200000000,402064899,156,Released,False,0,"[""Science Fiction"", ""Action"", ""Adventure""]","[""US""]",1,5,19,243
316029,The Greatest Showman,en,2017-12-20,10.5653,7.861,10007,84000000,459066134,105,Released,False,0,"[""Drama""]","[""US""]",3,1,26,140
1220564,The Secret Agent,pt,2025-07-23,8.6662,7.305,621,5000000,18988224,161,Released,False,0,"[""Crime"", ""Drama"", ""Thriller""]","[""BR"", ""FR"", ""DE"", ""NL"", ""AR""]",9,3,38,216
439079,The Nun,en,2018-09-05,10.002,5.903,7137,22000000,366082797,96,Released,False,1,"[""Horror""]","[""US""]",3,5,21,151
335797,Sing,en,2016-11-23,10.001,7.122,8396,75000000,634151679,108,Released,False,1,"[""Animation"", ""Music"", ""Comedy"", ""Family""]","[""US""]",1,1,16,124
507089,Five Nights at Freddy's,en,2023-10-25,9.75,7.3,4974,20000000,297242145,110,Released,False,1,"[""Horror"", ""Thriller""]","[""US""]",2,1,28,248
401981,Red Sparrow,en,2018-02-15,7.6,6.533,6334,69000000,151572634,140,Released,False,0,"[""Thriller"", ""Mystery""]","[""US""]",3,1,24,491
1280282,Gabby's Dollhouse: The Movie,en,2025-09-13,9.9875,6.8,67,32000000,80322142,98,Released,False,0,"[""Family"", ""Comedy"", ""Adventure"", ""Animation""]","[""US""]",1,2,14,343
397243,The Autopsy of Jane Doe,en,2016-12-21,9.9825,6.835,4682,4000000,6170043,86,Released,False,0,"[""Horror"", ""Mystery""]","[""GB"", ""US""]",3,1,24,226
1033148,Die My Love,en,2025-10-06,9.6354,6.2,486,0,11745933,119,Released,False,0,"[""Drama""]","[""US""]",3,1,0,493
307081,Southpaw,en,2015-07-22,9.9677,7.363,5780,30000000,91709827,123,Released,False,0,"[""Action"", ""Drama""]","[""US"", ""CN""]",5,1,16,455
1079091,It Ends with Us,en,2024-08-07,9.9365,6.942,1898,55000000,351441044,131,Released,False,0,"[""Drama"", ""Romance""]","[""US""]",3,1,46,229
762975,Purple Hearts,en,2022-07-29,9.9209,8.044,2852,0,0,122,Released,False,0,"[""Romance"", ""Drama""]","[""GB"", ""US""]",3,1,0,149
1111873,Abigail,en,2024-04-16,9.905,6.673,2033,28000000,43015969,109,Released,False,0,"[""Horror"", ""Thriller""]","[""US""]",4,1,30,356
345887,The Equalizer 2,en,2018-07-19,9.9002,6.783,5924,62000000,190400157,121,Released,False,1,"[""Action"", ""Thriller"", ""Crime""]","[""US""]",7,6,18,178
882598,Smile,en,2022-09-23,8.7896,6.664,4005,17000000,217408513,115,Released,False,1,"[""Horror"", ""Mystery""]","[""US""]",3,1,31,151
312221,Creed,en,2015-11-25,9.8924,7.403,7913,37000000,173600000,133,Released,False,1,"[""Drama""]","[""US""]",3,2,32,158
1131759,Omniscient Reader: The Prophecy,ko,2025-07-23,9.879,6.9,84,0,9187679,120,Released,False,0,"[""Action"", ""Adventure"", ""Fantasy""]","[""KR""]",4,1,44,398
1008953,Incoming,en,2024-08-22,9.8641,6.241,351,0,0,92,Released,False,0,"[""Comedy""]","[""US""]",3,1,25,149
131634,The Hunger Games: Mockingjay - Part 2,en,2015-11-18,9.826,6.9,13280,160000000,653428261,137,Released,False,1,"[""Action"", ""Adventure"", ""Science Fiction""]","[""DE"", ""US""]",3,1,27,362
333484,The Magnificent Seven,en,2016-09-14,9.8239,6.484,6360,90000000,162400000,132,Released,False,0,"[""Adventure"", ""Action"", ""Western""]","[""US""]",6,2,21,472
1575337,Cosmic Princess Kaguya!,ja,2026-01-22,9.8138,8.407,70,0,0,141,Released,False,0,"[""Animation"", ""Fantasy"", ""Music"", ""Science Fiction""]","[""JP""]",3,1,24,153
158852,Tomorrowland,en,2015-05-19,8.1632,6.29,7328,190000000,209200000,130,Released,False,0,"[""Adventure"", ""Family"", ""Mystery"", ""Science Fiction""]","[""US""]",2,1,44,310
259316,Fantastic Beasts and Where to Find Them,en,2016-11-16,9.7988,7.307,19634,180000000,809342332,133,Released,False,1,"[""Fantasy"", ""Adventure""]","[""GB"", ""US""]",2,1,36,376
937287,Challengers,en,2024-04-18,9.2125,6.9,2641,55000000,94182533,132,Released,False,0,"[""Drama"", ""Romance""]","[""IT"", ""US""]",4,2,20,356
1232546,Until Dawn,en,2025-04-23,9.7864,6.295,1370,15000000,54105064,103,Released,False,0,"[""Horror"", ""Mystery""]","[""US""]",6,1,34,356
353486,Jumanji: Welcome to the Jungle,en,2017-12-09,9.7597,6.817,14414,90000000,995339117,119,Released,False,1,"[""Adventure"", ""Comedy"", ""Fantasy"", ""Action""]","[""US""]",3,1,21,340
749170,Heads of State,en,2025-06-24,9.0163,6.817,1015,100,0,117,Released,False,0,"[""Action"", ""Thriller"", ""Comedy""]","[""US"", ""GB""]",4,2,30,342
1376434,Predator: Killer of Killers,en,2025-06-05,9.5513,7.794,1159,0,0,85,Released,False,0,"[""Animation"", ""Action"", ""Science Fiction"", ""Thriller""]","[""US""]",4,4,16,221
752623,The Lost City,en,2022-03-23,7.4764,6.46,3957,74000000,192907684,112,Released,False,0,"[""Action"", ""Adventure"", ""Comedy""]","[""US""]",3,5,42,453
270303,It Follows,en,2015-02-04,9.6843,6.584,6872,2300000,23374076,101,Released,False,1,"[""Horror"", ""Mystery""]","[""US""]",3,1,54,84
1291335,Solo Mio,en,2026-02-05,9.258,7.1,121,4000000,26185888,96,Released,False,0,"[""Romance"", ""Comedy""]","[""US""]",5,1,39,261
423108,The Conjuring: The Devil Made Me Do It,en,2021-05-25,9.6738,7.357,6488,39000000,206444123,111,Released,False,1,"[""Horror"", ""Mystery"", ""Thriller""]","[""US""]",3,2,38,323
76757,Jupiter Ascending,en,2015-02-04,9.6695,5.46,7070,176000000,184000000,127,Released,False,0,"[""Science Fiction"", ""Fantasy"", ""Action""]","[""US"", ""AU"", ""GB"", ""ES""]",4,2,21,194
1244492,Look Back,ja,2024-06-28,9.6644,8.0,525,0,12648664,58,Released,False,0,"[""Animation"", ""Drama""]","[""JP""]",3,1,54,334
293167,Kong: Skull Island,en,2017-03-08,11.6124,6.552,11084,185000000,566652812,118,Released,False,1,"[""Action"", ""Adventure"", ""Fantasy""]","[""CN"", ""US""]",2,2,18,145
331482,Little Women,en,2019-12-25,9.6499,7.9,6789,40000000,332103783,135,Released,False,0,"[""Drama"", ""Romance""]","[""US""]",3,2,15,70
668489,Havoc,en,2025-04-25,9.6358,6.4,1201,90000000,0,107,Released,False,0,"[""Action"", ""Crime"", ""Thriller"", ""Drama""]","[""GB"", ""US""]",3,1,22,150
339846,Baywatch,en,2017-05-25,8.9298,6.084,8470,69000000,177900000,116,Released,False,0,"[""Comedy"", ""Action"", ""Crime""]","[""US""]",7,1,30,154
335977,Indiana Jones and the Dial of Destiny,en,2023-06-25,9.4077,6.512,4103,294700000,383963057,155,Released,False,1,"[""Adventure"", ""Action""]","[""US""]",1,5,31,349
300671,13 Hours: The Secret Soldiers of Benghazi,en,2016-01-14,9.5928,7.27,3917,50000000,69411370,144,Released,False,0,"[""War"", ""Action"", ""History"", ""Drama"", ""Thriller""]","[""US""]",3,2,73,138
376659,Bad Moms,en,2016-07-28,6.3892,6.487,4249,20000000,183936074,100,Released,False,1,"[""Comedy""]","[""US"", ""CN""]",4,2,20,197
718821,Twisters,en,2024-07-10,9.547,6.777,2929,155000000,372262265,123,Released,False,1,"[""Action"", ""Thriller""]","[""US""]",4,1,21,349
1051896,Arcadian,en,2024-04-12,9.5299,6.033,840,0,1235594,92,Released,False,0,"[""Action"", ""Horror"", ""Thriller""]","[""IE"", ""US""]",5,1,29,250
300668,Annihilation,en,2018-02-22,9.5076,6.44,9303,40000000,43070915,115,Released,False,0,"[""Science Fiction"", ""Horror""]","[""GB"", ""US""]",4,1,19,116
639933,The Northman,en,2022-04-07,9.5069,7.032,4988,70000000,69633110,137,Released,False,0,"[""Action"", ""Adventure"", ""Fantasy""]","[""US""]",4,2,18,247
460458,Resident Evil: Welcome to Raccoon City,en,2021-11-24,9.4913,5.936,2670,25000000,41914915,107,Released,False,0,"[""Action"", ""Horror"", ""Science Fiction""]","[""DE"", ""US"", ""CA""]",3,1,30,385
545609,Extraction,en,2020-04-23,9.4868,7.292,6567,65000000,0,116,Released,False,1,"[""Action"", ""Thriller""]","[""US""]",3,3,40,151
889737,Joker: Folie à Deux,en,2024-10-01,9.4859,5.401,2883,190000000,207500287,138,Released,False,1,"[""Drama"", ""Crime"", ""Thriller""]","[""US""]",3,1,21,143
376867,Moonlight,en,2016-10-21,8.0245,7.357,7495,4000000,65046687,111,Released,False,0,"[""Drama""]","[""US""]",3,1,31,230
1284496,Cycle of Time,fr,2025-10-08,9.4725,6.065,84,0,0,103,Released,False,0,"[""Comedy"", ""Science Fiction""]","[""FR""]",3,1,26,238
206647,Spectre,en,2015-10-26,9.4649,6.569,11190,245000000,880707597,148,Released,False,1,"[""Action"", ""Adventure"", ""Thriller""]","[""GB"", ""US""]",5,5,19,240
449443,Den of Thieves,en,2018-01-18,9.4524,6.863,3371,30000000,80509622,140,Released,False,1,"[""Crime"", ""Thriller"", ""Action""]","[""US""]",6,1,42,221
302946,The Accountant,en,2016-10-13,9.4487,7.133,7296,44000000,155160045,128,Released,False,1,"[""Crime"", ""Thriller"", ""Drama""]","[""US""]",4,1,23,139
581726,Infinite,en,2021-09-09,8.4594,6.563,2115,0,0,106,Released,False,0,"[""Science Fiction"", ""Action"", ""Adventure""]","[""US""]",5,8,32,247
381283,mother!,en,2017-09-13,8.2233,6.961,7063,30000000,44516999,121,Released,False,0,"[""Horror"", ""Drama""]","[""US""]",2,1,20,114
258489,The Legend of Tarzan,en,2016-06-29,9.1331,5.915,6486,180000000,356743061,109,Released,False,0,"[""Fantasy"", ""Action"", ""Adventure""]","[""CA"", ""GB"", ""US""]",7,1,14,146
1136867,Materialists,en,2025-06-12,9.3642,6.318,1242,20000000,107949056,116,Released,False,0,"[""Romance"", ""Drama""]","[""US"", ""FI""]",5,1,27,110
290250,The Nice Guys,en,2016-05-15,7.9472,7.128,8583,50000000,71261763,116,Released,False,0,"[""Comedy"", ""Crime"", ""Action""]","[""US""]",2,1,22,117
529203,The Croods: A New Age,en,2020-11-25,9.3413,7.444,4116,65000000,215905815,95,Released,False,1,"[""Animation"", ""Family"", ""Adventure"", ""Fantasy"", ""Comedy""]","[""US""]",1,1,36,487
1241983,Train Dreams,en,2025-11-05,7.6985,7.3,951,10000000,0,102,Released,False,0,"[""Drama""]","[""US""]",2,2,44,134
254128,San Andreas,en,2015-05-27,8.348,6.243,8974,110000000,473990832,114,Released,False,0,"[""Action"", ""Drama"", ""Thriller""]","[""CA"", ""US"", ""AU""]",4,1,35,164
986097,HIM,en,2025-09-18,9.2956,5.7,354,27000000,27834512,96,Released,False,0,"[""Horror"", ""Mystery""]","[""US"", ""JP""]",2,1,28,381
